PPI	ORF1	ORF2	 Gene1	 Gene2	Log2(R) P1	Log2(R) P2	I-score
YGL122C_YJL058C	YGL122C	YJL058C	NAB2	BIT61	0.890973787	0.401680267	NA
YGL122C_YJL154C	YGL122C	YJL154C	NAB2	VPS35	0.890973787	0.63943227	NA
YGL122C_YJR118C	YGL122C	YJR118C	NAB2	ILM1	0.890973787	0.214371995	NA
YGL122C_YKL002W	YGL122C	YKL002W	NAB2	DID4	0.890973787	0.609017135	NA
YGL122C_YKL087C	YGL122C	YKL087C	NAB2	CYT2	0.890973787	NA	NA
YGL122C_YKL190W	YGL122C	YKL190W	NAB2	CNB1	0.890973787	0.902719465	NA
YGL122C_YKL205W	YGL122C	YKL205W	NAB2	LOS1	0.890973787	0.542753937	NA
YGL122C_YKL214C	YGL122C	YKL214C	NAB2	YRA2	0.890973787	0.686526272	NA
YGL122C_YKR007W	YGL122C	YKR007W	NAB2	MEH1	0.890973787	0.949725169	NA
YGL122C_YLL060C	YGL122C	YLL060C	NAB2	GTT2	0.890973787	2.045517149	NA
YGL122C_YLR035C	YGL122C	YLR035C	NAB2	MLH2	0.890973787	0.33701508	NA
YGL122C_YLR160C	YGL122C	YLR160C	NAB2	ASP3-4	0.890973787	NA	NA
YGL122C_YLR324W	YGL122C	YLR324W	NAB2	PEX30	0.890973787	0.585560235	NA
YGL122C_YMR004W	YGL122C	YMR004W	NAB2	MVP1	0.890973787	1.001970807	NA
YGL122C_YMR169C	YGL122C	YMR169C	NAB2	ALD3	0.890973787	0.344743562	NA
YGL122C_YNL031C	YGL122C	YNL031C	NAB2	HHT2	0.890973787	0.354156414	NA
YGL122C_YNL042W	YGL122C	YNL042W	NAB2	BOP3	0.890973787	0.069868833	NA
YGL122C_YNR049C	YGL122C	YNR049C	NAB2	MSO1	0.890973787	0.687323382	NA
YGL122C_YNR052C	YGL122C	YNR052C	NAB2	POP2	0.890973787	0.230618553	NA
YGL122C_YOL012C	YGL122C	YOL012C	NAB2	HTZ1	0.890973787	0.299720694	NA
YGL122C_YOR163W	YGL122C	YOR163W	NAB2	DDP1	0.890973787	0.756102391	NA
YGL122C_YOR270C	YGL122C	YOR270C	NAB2	VPH1	0.890973787	0.587883105	NA
YGL122C_YPL040C	YGL122C	YPL040C	NAB2	ISM1	0.890973787	0.50250404	NA
YGL122C_YPL101W	YGL122C	YPL101W	NAB2	ELP4	0.890973787	NA	NA
YGL122C_YPL156C	YGL122C	YPL156C	NAB2	PRM4	0.890973787	NA	NA
YGL122C_YPL190C	YGL122C	YPL190C	NAB2	NAB3	0.890973787	0.105450566	NA
YGL122C_YPR017C	YGL122C	YPR017C	NAB2	DSS4	0.890973787	0.192641459	NA
YGL122C_YPR176C	YGL122C	YPR176C	NAB2	BET2	0.890973787	NA	NA
YGL122C_YPR179C	YGL122C	YPR179C	NAB2	HDA3	0.890973787	0.238108397	NA
YGL122C_YPR184W	YGL122C	YPR184W	NAB2	GDB1	0.890973787	0.225277724	NA
YGL133W_YPL082C	YGL133W	YPL082C	ITC1	MOT1	0.626545772	0.500934152	NA
YGL151W_YML007W	YGL151W	YML007W	NUT1	YAP1	0.607941474	0.593220249	NA
YGL153W_YDL065C	YGL153W	YDL065C	PEX14	PEX19	0.417955596	0.700993514	-0.548720337
YGL153W_YGL153W	YGL153W	YGL153W	PEX14	PEX14	0.417955596	0.417955596	-0.100447855
YGL153W_YIR034C	YGL153W	YIR034C	PEX14	LYS1	0.417955596	0.69091055	NA
YGL153W_YNL214W	YGL153W	YNL214W	PEX14	PEX17	0.417955596	0.549934456	0.231909721
YGL153W_YNL329C	YGL153W	YNL329C	PEX14	PEX6	0.417955596	0.484063907	NA
YGL153W_YOL147C	YGL153W	YOL147C	PEX14	PEX11	0.417955596	0.340416759	-0.283876113
YGL172W_YFR002W	YGL172W	YFR002W	NUP49	NIC96	NA	NA	0.486430717
YGL172W_YGL172W	YGL172W	YGL172W	NUP49	NUP49	NA	NA	-0.50627982
YGL172W_YNL031C	YGL172W	YNL031C	NUP49	HHT2	NA	0.354156414	NA
YGL172W_YNL041C	YGL172W	YNL041C	NUP49	COG6	NA	0.46171094	NA
YGL178W_YKL054C	YGL178W	YKL054C	MPT5	DEF1	0.745368073	0.195793887	NA
YGL178W_YNR052C	YGL178W	YNR052C	MPT5	POP2	0.745368073	0.230618553	NA
YGL181W_YOR094W	YGL181W	YOR094W	GTS1	ARF3	0.279697753	0.550828917	NA
YGL195W_YDR152W	YGL195W	YDR152W	GCN1	GIR2	0.403734816	0.478319033	0.117957957
YGL195W_YNR051C	YGL195W	YNR051C	GCN1	BRE5	0.403734816	0.223219414	NA
YGL195W_YOR326W	YGL195W	YOR326W	GCN1	MYO2	0.403734816	0.256818988	NA
YGL203C_YAL053W	YGL203C	YAL053W	KEX1	FLC2	0.114677156	0.322990613	-0.863672154
YGL203C_YBR023C	YGL203C	YBR023C	KEX1	CHS3	0.114677156	0.216679419	0.170888571
YGL203C_YJL053W	YGL203C	YJL053W	KEX1	PEP8	0.114677156	0.845984331	NA
YGL211W_YJR017C	YGL211W	YJR017C	NCS6	ESS1	0.471785287	0.469402925	NA
YGL211W_YNL255C	YGL211W	YNL255C	NCS6	GIS2	0.471785287	0.743426143	NA
YGL212W_YMR231W	YGL212W	YMR231W	VAM7	PEP5	0.970468848	0.600790304	-0.544809601
YGL213C_YOR294W	YGL213C	YOR294W	SKI8	RRS1	0.455131598	NA	NA
YGR005C_YOL005C	YGR005C	YOL005C	TFG2	RPB11	NA	0.392973858	NA
YGR005C_YPR187W	YGR005C	YPR187W	TFG2	RPO26	NA	0.636544373	NA
YGR020C_YEL051W	YGR020C	YEL051W	VMA7	VMA8	0.334854352	0.527254845	0.245837004
YGR020C_YLR447C	YGR020C	YLR447C	VMA7	VMA6	0.334854352	-0.151090462	0.440428547
YGR020C_YOR270C	YGR020C	YOR270C	VMA7	VPH1	0.334854352	0.587883105	0.339586348
YGR020C_YPR036W	YGR020C	YPR036W	VMA7	VMA13	0.334854352	0.353816108	0.139010169
YGR048W_YIL144W	YGR048W	YIL144W	UFD1	TID3	0.777717337	0.285375388	NA
YGR048W_YML013W	YGR048W	YML013W	UFD1	UBX2	0.777717337	0.366020267	-0.563734689
YGR054W_YGR054W	YGR054W	YGR054W	YGR054W	YGR054W	NA	NA	-0.030838486
YGR054W_YOR204W	YGR054W	YOR204W	YGR054W	DED1	NA	NA	0.922377872
YGR060W_YHR007C	YGR060W	YHR007C	ERG25	ERG11	-0.36264789	-0.16869028	NA
YGR060W_YLR056W	YGR060W	YLR056W	ERG25	ERG3	-0.36264789	-0.209232532	NA
YGR060W_YML016C	YGR060W	YML016C	ERG25	PPZ1	-0.36264789	0.802798042	NA
YGR060W_YMR015C	YGR060W	YMR015C	ERG25	ERG5	-0.36264789	-1.094000879	NA
YGR078C_YLR200W	YGR078C	YLR200W	PAC10	YKE2	0.723522347	0.5347631	0.93335638
YGR078C_YML094W	YGR078C	YML094W	PAC10	GIM5	0.723522347	0.696993562	0.076142651
YGR078C_YNL153C	YGR078C	YNL153C	PAC10	GIM3	0.723522347	0.423421544	NA
YGR080W_YNL110C	YGR080W	YNL110C	TWF1	NOP15	0.556934417	0.880663271	NA
YGR080W_YNL138W	YGR080W	YNL138W	TWF1	SRV2	0.556934417	0.476724603	0.547572339
YGR103W_YNL002C	YGR103W	YNL002C	NOP7	RLP7	0.396058511	NA	NA
YGR103W_YNR053C	YGR103W	YNR053C	NOP7	NOG2	0.396058511	0.424005323	NA
YGR103W_YOR206W	YGR103W	YOR206W	NOP7	NOC2	0.396058511	0.782673369	1.027314141
YGR103W_YPL043W	YGR103W	YPL043W	NOP7	NOP4	0.396058511	0.417997029	NA
YGR103W_YPR016C	YGR103W	YPR016C	NOP7	TIF6	0.396058511	0.290010849	NA
YGR104C_YPR187W	YGR104C	YPR187W	SRB5	RPO26	0.275587547	0.636544373	NA
YGR105W_YGR105W	YGR105W	YGR105W	VMA21	VMA21	0.344368608	0.344368608	1.279457539
YGR105W_YGR106C	YGR105W	YGR106C	VMA21	VOA1	0.344368608	0.55685021	0.470851954
YGR105W_YLR447C	YGR105W	YLR447C	VMA21	VMA6	0.344368608	-0.151090462	-0.217191359
YGR105W_YOR270C	YGR105W	YOR270C	VMA21	VPH1	0.344368608	0.587883105	0.538126875
YGR119C_YGL172W	YGR119C	YGL172W	NUP57	NUP49	0.155425897	NA	0.347565785
YGR119C_YIL038C	YGR119C	YIL038C	NUP57	NOT3	0.155425897	0.494370096	NA
YGR128C_YDR324C	YGR128C	YDR324C	UTP8	UTP4	0.733736304	0.758581856	0.063331676
YGR128C_YDR398W	YGR128C	YDR398W	UTP8	UTP5	0.733736304	0.444076327	0.017372096
YGR128C_YHR196W	YGR128C	YHR196W	UTP8	UTP9	0.733736304	0.77941806	-0.269251606
YGR128C_YMR093W	YGR128C	YMR093W	UTP8	UTP15	0.733736304	0.639105069	-0.418404423
YGR128C_YPL012W	YGR128C	YPL012W	UTP8	RRP12	0.733736304	0.52140855	NA
YGR133W_YOL147C	YGR133W	YOL147C	PEX4	PEX11	0.212592498	0.340416759	-1.050905943
YGR136W_YOR181W	YGR136W	YOR181W	LSB1	LAS17	1.224051408	0.135178981	NA
YGR159C_YNL154C	YGR159C	YNL154C	NSR1	YCK2	0.679868048	0.424434963	NA
YGR163W_YKR007W	YGR163W	YKR007W	GTR2	MEH1	0.930851374	0.949725169	0.428720349
YGR193C_YGR193C	YGR193C	YGR193C	PDX1	PDX1	0.657497844	0.657497844	NA
YGR200C_YNL298W	YGR200C	YNL298W	ELP2	CLA4	0.110874527	0.423245011	NA
YGR202C_YHR007C	YGR202C	YHR007C	PCT1	ERG11	0.303493615	-0.16869028	NA
YGR232W_YDR394W	YGR232W	YDR394W	NAS6	RPT3	0.545371076	0.490235857	1.074176748
YGR234W_YOR117W	YGR234W	YOR117W	YHB1	RPT5	3.941334701	NA	NA
YGR238C_YHR158C	YGR238C	YHR158C	KEL2	KEL1	0.318142895	0.242747225	-0.344412398
YGR250C_YIR001C	YGR250C	YIR001C	YGR250C	SGN1	1.415324065	0.333926493	0.038692097
YGR261C_YGR261C	YGR261C	YGR261C	APL6	APL6	0.502090176	0.502090176	-0.161163766
YGR261C_YNL110C	YGR261C	YNL110C	APL6	NOP15	0.502090176	0.880663271	NA
YGR261C_YNL255C	YGR261C	YNL255C	APL6	GIS2	0.502090176	0.743426143	NA
YGR261C_YPL195W	YGR261C	YPL195W	APL6	APL5	0.502090176	0.266741939	0.254287371
YGR268C_YHL002W	YGR268C	YHL002W	HUA1	HSE1	0.455570213	0.655357795	NA
YGR270W_YKR008W	YGR270W	YKR008W	YTA7	RSC4	0.468189062	NA	NA
YGR270W_YKR010C	YGR270W	YKR010C	YTA7	TOF2	0.468189062	0.405219007	NA
YGR270W_YOR061W	YGR270W	YOR061W	YTA7	CKA2	0.468189062	0.961068283	NA
YGR271W_YKR023W	YGR271W	YKR023W	SLH1	YKR023W	0.66109264	0.445437091	-0.728022426
YGR277C_YNL255C	YGR277C	YNL255C	CAB4	GIS2	0.636630013	0.743426143	NA
YGR277C_YPL145C	YGR277C	YPL145C	CAB4	KES1	0.636630013	0.547886938	-0.153535828
YGR280C_YGL120C	YGR280C	YGL120C	PXR1	PRP43	0.474298219	0.685673412	NA
YGR281W_YOR270C	YGR281W	YOR270C	YOR1	VPH1	0.68813933	0.587883105	NA
YGR284C_YAR002C-A	YGR284C	YAR002C-A	ERV29	ERP1	1.198068487	0.546729174	0.648406863
YGR284C_YML016C	YGR284C	YML016C	ERV29	PPZ1	1.198068487	0.802798042	0.270573943
YGR286C_YMR070W	YGR286C	YMR070W	BIO2	MOT3	0.449491682	0.070587333	NA
YHL002W_YNR006W	YHL002W	YNR006W	HSE1	VPS27	0.655357795	0.587124763	-0.541075336
YHL007C_YLR353W	YHL007C	YLR353W	STE20	BUD8	0.557536747	0.274408272	NA
YHL007C_YLR362W	YHL007C	YLR362W	STE20	STE11	0.557536747	0.912324221	NA
YHL007C_YPR119W	YHL007C	YPR119W	STE20	CLB2	0.557536747	0.220688682	NA
YHL009C_YKL101W	YHL009C	YKL101W	YAP3	HSL1	0.278266823	0.16712052	NA
YHL029C_YCR095C	YHL029C	YCR095C	OCA5	OCA4	0.46397474	0.394745871	-0.137726962
YHL029C_YDR067C	YHL029C	YDR067C	OCA5	OCA6	0.46397474	0.108590805	-0.73814838
YHR001W_YLR332W	YHR001W	YLR332W	OSH7	MID2	NA	0.685387846	0.383668946
YHR012W_YJL154C	YHR012W	YJL154C	VPS29	VPS35	0.208714016	0.63943227	0.495459494
YHR012W_YNL255C	YHR012W	YNL255C	VPS29	GIS2	0.208714016	0.743426143	NA
YHR012W_YOR069W	YHR012W	YOR069W	VPS29	VPS5	0.208714016	0.556890436	-1.116022931
YHR012W_YOR132W	YHR012W	YOR132W	VPS29	VPS17	0.208714016	0.369156711	-1.02648095
YHR016C_YFR024C-A	YHR016C	YFR024C-A	YSC84	LSB3	NA	0.745341492	0.142884943
YHR016C_YHR016C	YHR016C	YHR016C	YSC84	YSC84	NA	NA	-0.650703945
YHR016C_YLR206W	YHR016C	YLR206W	YSC84	ENT2	NA	0.679527715	NA
YHR016C_YMR192W	YHR016C	YMR192W	YSC84	GYL1	NA	1.011364459	NA
YHR016C_YOR042W	YHR016C	YOR042W	YSC84	CUE5	NA	0.769021764	-0.186679012
YHR016C_YOR181W	YHR016C	YOR181W	YSC84	LAS17	NA	0.135178981	NA
YHR027C_YHR027C	YHR027C	YHR027C	RPN1	RPN1	0.960583188	0.960583188	NA
YHR027C_YKL120W	YHR027C	YKL120W	RPN1	OAC1	0.960583188	0.306051003	NA
YHR027C_YKL145W	YHR027C	YKL145W	RPN1	RPT1	0.960583188	0.774758569	0.49257872
YHR027C_YMR012W	YHR027C	YMR012W	RPN1	CLU1	0.960583188	0.542100592	NA
YHR027C_YOR117W	YHR027C	YOR117W	RPN1	RPT5	0.960583188	NA	1.264064129
YHR027C_YOR185C	YHR027C	YOR185C	RPN1	GSP2	0.960583188	1.088704659	NA
YHR027C_YOR261C	YHR027C	YOR261C	RPN1	RPN8	0.960583188	0.786388877	NA
YHR027C_YOR341W	YHR027C	YOR341W	RPN1	RPA190	0.960583188	0.042092391	NA
YHR027C_YOR362C	YHR027C	YOR362C	RPN1	PRE10	0.960583188	1.228401095	NA
YHR034C_YDR190C	YHR034C	YDR190C	PIH1	RVB1	0.228567545	0.573928737	-0.883467995
YHR052W_YKL145W	YHR052W	YKL145W	CIC1	RPT1	0.81905862	0.774758569	NA
YHR052W_YKL172W	YHR052W	YKL172W	CIC1	EBP2	0.81905862	NA	NA
YHR052W_YLL008W	YHR052W	YLL008W	CIC1	DRS1	0.81905862	NA	NA
YHR052W_YLL034C	YHR052W	YLL034C	CIC1	RIX7	0.81905862	0.386536293	NA
YHR052W_YLR196W	YHR052W	YLR196W	CIC1	PWP1	0.81905862	0.765763874	1.182990689
YHR052W_YMR229C	YHR052W	YMR229C	CIC1	RRP5	0.81905862	0.547479938	NA
YHR052W_YNL002C	YHR052W	YNL002C	CIC1	RLP7	0.81905862	NA	1.412051556
YHR052W_YNL112W	YHR052W	YNL112W	CIC1	DBP2	0.81905862	0.596534211	NA
YHR052W_YOR206W	YHR052W	YOR206W	CIC1	NOC2	0.81905862	0.782673369	0.627865065
YHR052W_YPL012W	YHR052W	YPL012W	CIC1	RRP12	0.81905862	0.52140855	NA
YHR052W_YPL043W	YHR052W	YPL043W	CIC1	NOP4	0.81905862	0.417997029	NA
YHR052W_YPR016C	YHR052W	YPR016C	CIC1	TIF6	0.81905862	0.290010849	NA
YHR059W_YIL070C	YHR059W	YIL070C	FYV4	MAM33	0.24550331	0.55702754	NA
YHR063C_YHR063C	YHR063C	YHR063C	PAN5	PAN5	0.503149712	0.503149712	0.034943326
YHR069C_YGR195W	YHR069C	YGR195W	RRP4	SKI6	0.779846233	0.355088655	1.145922011
YHR072W_YBR041W	YHR072W	YBR041W	ERG7	FAT1	0.082995672	0.364221478	0.114446915
YHR074W_YHR074W	YHR074W	YHR074W	QNS1	QNS1	0.438862919	0.438862919	-0.082596783
YHR083W_YML086C	YHR083W	YML086C	SAM35	ALO1	0.334315415	0.534484646	-0.033285642
YHR084W_YPL049C	YHR084W	YPL049C	STE12	DIG1	0.334227761	0.281347193	NA
YHR089C_YDL208W	YHR089C	YDL208W	GAR1	NHP2	0.423832492	0.389142035	-0.074739969
YHR089C_YGL078C	YHR089C	YGL078C	GAR1	DBP3	0.423832492	0.52135976	-0.012843631
YHR089C_YGL120C	YHR089C	YGL120C	GAR1	PRP43	0.423832492	0.685673412	0.582008296
YHR089C_YHR072W-A	YHR089C	YHR072W-A	GAR1	NOP10	0.423832492	0.678012669	0.113362882
YHR089C_YHR089C	YHR089C	YHR089C	GAR1	GAR1	0.423832492	0.423832492	-0.098720802
YHR089C_YMR290C	YHR089C	YMR290C	GAR1	HAS1	0.423832492	NA	1.694567319
YHR089C_YNL255C	YHR089C	YNL255C	GAR1	GIS2	0.423832492	0.743426143	0.152910714
YHR091C_YOL088C	YHR091C	YOL088C	MSR1	MPD2	NA	0.02581691	NA
YHR098C_YDR517W	YHR098C	YDR517W	SFB3	GRH1	0.323437541	0.895345584	0.328553217
YHR110W_YML012W	YHR110W	YML012W	ERP5	ERV25	0.36987977	0.339932899	0.295319937
YHR114W_YMR109W	YHR114W	YMR109W	BZZ1	MYO5	0.419964517	0.456482294	NA
YHR114W_YOR181W	YHR114W	YOR181W	BZZ1	LAS17	0.419964517	0.135178981	NA
YHR118C_YHR121W	YHR118C	YHR121W	ORC6	LSM12	0.63757919	0.423849159	NA
YHR118C_YOR294W	YHR118C	YOR294W	ORC6	RRS1	0.63757919	NA	NA
YHR121W_YGR178C	YHR121W	YGR178C	LSM12	PBP1	0.423849159	0.942294348	0.914395898
YHR121W_YJL044C	YHR121W	YJL044C	LSM12	GYP6	0.423849159	-0.070646922	NA
YHR121W_YNL255C	YHR121W	YNL255C	LSM12	GIS2	0.423849159	0.743426143	NA
YHR121W_YPR173C	YHR121W	YPR173C	LSM12	VPS4	0.423849159	0.29787876	NA
YHR122W_YIL128W	YHR122W	YIL128W	CIA2	MET18	0.355136552	0.294429335	-0.19194069
YHR123W_YPL094C	YHR123W	YPL094C	EPT1	SEC62	0.298825566	0.293885433	NA
YHR135C_YDR264C	YHR135C	YDR264C	YCK1	AKR1	0.227420772	0.574685416	0.0510382
YHR135C_YKR048C	YHR135C	YKR048C	YCK1	NAP1	0.227420772	0.92354636	NA
YHR135C_YLL008W	YHR135C	YLL008W	YCK1	DRS1	0.227420772	NA	NA
YHR135C_YNL167C	YHR135C	YNL167C	YCK1	SKO1	0.227420772	0.409123949	NA
YHR135C_YPL203W	YHR135C	YPL203W	YCK1	TPK2	0.227420772	0.809913813	NA
YHR135C_YPR121W	YHR135C	YPR121W	YCK1	THI22	0.227420772	NA	NA
YHR175W_YPL246C	YHR175W	YPL246C	CTR2	RBD2	0.494079263	0.186792263	0.08920247
YHR197W_YMR290C	YHR197W	YMR290C	RIX1	HAS1	0.525873596	NA	NA
YHR197W_YPL043W	YHR197W	YPL043W	RIX1	NOP4	0.525873596	0.417997029	NA
YHR206W_YLR433C	YHR206W	YLR433C	SKN7	CNA1	0.198594646	0.357474037	NA
YHR206W_YPR072W	YHR206W	YPR072W	SKN7	NOT5	0.198594646	0.314186187	NA
YIL009W_YPL058C	YIL009W	YPL058C	FAA3	PDR12	0.455209549	0.050046244	-1.639450179
YIL021W_YOL005C	YIL021W	YOL005C	RPB3	RPB11	0.677649084	0.392973858	0.216721018
YIL034C_YGR080W	YIL034C	YGR080W	CAP2	TWF1	0.885092427	0.556934417	NA
YIL034C_YIL034C	YIL034C	YIL034C	CAP2	CAP2	0.885092427	0.885092427	-0.12316754
YIL034C_YOR181W	YIL034C	YOR181W	CAP2	LAS17	0.885092427	0.135178981	NA
YIL035C_YGL019W	YIL035C	YGL019W	CKA1	CKB1	0.452856662	0.34890737	-0.454989761
YIL035C_YLR079W	YIL035C	YLR079W	CKA1	SIC1	0.452856662	0.402209128	NA
YIL035C_YMR290C	YIL035C	YMR290C	CKA1	HAS1	0.452856662	NA	NA
YIL045W_YLR258W	YIL045W	YLR258W	PIG2	GSY2	0.162430453	0.676182462	NA
YIL068C_YDR166C	YIL068C	YDR166C	SEC6	SEC5	0.4194432	0.357686385	-0.817856669
YIL068C_YIL068C	YIL068C	YIL068C	SEC6	SEC6	0.4194432	0.4194432	-0.106129505
YIL070C_YIL105C	YIL070C	YIL105C	MAM33	SLM1	0.55702754	0.737812311	-0.669764416
YIL070C_YOR326W	YIL070C	YOR326W	MAM33	MYO2	0.55702754	0.256818988	NA
YIL105C_YIL105C	YIL105C	YIL105C	SLM1	SLM1	0.737812311	0.737812311	-0.051058005
YIL105C_YMR068W	YIL105C	YMR068W	SLM1	AVO2	0.737812311	NA	NA
YIL109C_YDR517W	YIL109C	YDR517W	SEC24	GRH1	0.293116453	0.895345584	-0.072102864
YIL115C_YJL061W	YIL115C	YJL061W	NUP159	NUP82	0.345005072	0.250766335	-0.332362032
YIL115C_YMR047C	YIL115C	YMR047C	NUP159	NUP116	0.345005072	0.280806386	-0.039493652
YIL121W_YML072C	YIL121W	YML072C	QDR2	TCB3	0.107810498	0.210352647	0.043188319
YIL122W_YNL197C	YIL122W	YNL197C	POG1	WHI3	0.511345867	0.238653836	NA
YIL138C_YIL138C	YIL138C	YIL138C	TPM2	TPM2	0.586293066	0.586293066	0.165974854
YIL143C_YJL153C	YIL143C	YJL153C	SSL2	INO1	0.531643968	0.177741335	NA
YIL144W_YJL034W	YIL144W	YJL034W	TID3	KAR2	0.285375388	0.323126221	NA
YIR001C_YGR250C	YIR001C	YGR250C	SGN1	YGR250C	0.333926493	1.415324065	-0.182950813
YIR001C_YMR198W	YIR001C	YMR198W	SGN1	CIK1	0.333926493	0.234049009	NA
YIR001C_YNL016W	YIR001C	YNL016W	SGN1	PUB1	0.333926493	1.058661728	-0.22952661
YIR025W_YNL255C	YIR025W	YNL255C	MND2	GIS2	NA	0.743426143	NA
YIR026C_YBR267W	YIR026C	YBR267W	YVH1	REI1	0.436980373	0.971047342	0.687786792
YIR026C_YGL099W	YIR026C	YGL099W	YVH1	LSG1	0.436980373	0.542148834	-0.021662348
YJL005W_YJL005W	YJL005W	YJL005W	CYR1	CYR1	0.122578682	0.122578682	-0.596584272
YJL006C_YJR076C	YJL006C	YJR076C	CTK2	CDC11	NA	0.865223892	NA
YJL016W_YNL197C	YJL016W	YNL197C	YJL016W	WHI3	0.464809237	0.238653836	NA
YJL020C_YJL020C	YJL020C	YJL020C	BBC1	BBC1	NA	NA	-0.457113931
YJL020C_YMR109W	YJL020C	YMR109W	BBC1	MYO5	NA	0.456482294	-0.393510869
YJL020C_YOR181W	YJL020C	YOR181W	BBC1	LAS17	NA	0.135178981	NA
YJL036W_YKL079W	YJL036W	YKL079W	SNX4	SMY1	0.559172425	0.17977446	NA
YJL041W_YPR119W	YJL041W	YPR119W	NSP1	CLB2	0.684071952	0.220688682	NA
YJL044C_YLR150W	YJL044C	YLR150W	GYP6	STM1	-0.070646922	1.052214961	NA
YJL061W_YJL061W	YJL061W	YJL061W	NUP82	NUP82	0.250766335	0.250766335	0.189201379
YJL061W_YKL057C	YJL061W	YKL057C	NUP82	NUP120	0.250766335	NA	0.028407937
YJL061W_YMR047C	YJL061W	YMR047C	NUP82	NUP116	0.250766335	0.280806386	0.154865103
YJL069C_YDR324C	YJL069C	YDR324C	UTP18	UTP4	0.458950625	0.758581856	0.731692464
YJL085W_YNL031C	YJL085W	YNL031C	EXO70	HHT2	0.6375996	0.354156414	NA
YJL098W_YOR204W	YJL098W	YOR204W	SAP185	DED1	0.352855679	NA	NA
YJL109C_YDR324C	YJL109C	YDR324C	UTP10	UTP4	0.473443234	0.758581856	0.139207659
YJL110C_YOR073W	YJL110C	YOR073W	GZF3	SGO1	0.10370535	0.212248352	NA
YJL148W_YGL120C	YJL148W	YGL120C	RPA34	PRP43	0.573827642	0.685673412	NA
YJL148W_YJL148W	YJL148W	YJL148W	RPA34	RPA34	0.573827642	0.573827642	0.070960297
YJL148W_YMR269W	YJL148W	YMR269W	RPA34	TMA23	0.573827642	0.690848544	0.489672443
YJL148W_YNL113W	YJL148W	YNL113W	RPA34	RPC19	0.573827642	0.819375252	NA
YJL148W_YNL248C	YJL148W	YNL248C	RPA34	RPA49	0.573827642	0.817362383	NA
YJL148W_YOR340C	YJL148W	YOR340C	RPA34	RPA43	0.573827642	0.310678549	NA
YJL148W_YOR341W	YJL148W	YOR341W	RPA34	RPA190	0.573827642	0.042092391	NA
YJL148W_YPR010C	YJL148W	YPR010C	RPA34	RPA135	0.573827642	0.111052273	NA
YJL148W_YPR187W	YJL148W	YPR187W	RPA34	RPO26	0.573827642	0.636544373	NA
YJL151C_YCR043C	YJL151C	YCR043C	SNA3	YCR043C	0.762757292	0.14428266	-0.605257259
YJL151C_YFR024C-A	YJL151C	YFR024C-A	SNA3	LSB3	0.762757292	0.745341492	-0.387566815
YJL151C_YPL058C	YJL151C	YPL058C	SNA3	PDR12	0.762757292	0.050046244	-1.104525039
YJL153C_YMR120C	YJL153C	YMR120C	INO1	ADE17	0.177741335	0.249105517	0.672100346
YJL154C_YBL017C	YJL154C	YBL017C	VPS35	PEP1	0.63943227	0.235719403	-0.573003449
YJL154C_YJL154C	YJL154C	YJL154C	VPS35	VPS35	0.63943227	0.63943227	-0.286309694
YJL154C_YMR004W	YJL154C	YMR004W	VPS35	MVP1	0.63943227	1.001970807	-0.989046835
YJL154C_YOR069W	YJL154C	YOR069W	VPS35	VPS5	0.63943227	0.556890436	-0.077098274
YJL154C_YOR132W	YJL154C	YOR132W	VPS35	VPS17	0.63943227	0.369156711	-0.845189301
YJL154C_YOR272W	YJL154C	YOR272W	VPS35	YTM1	0.63943227	0.652136204	NA
YJL164C_YJL164C	YJL164C	YJL164C	TPK1	TPK1	0.182100269	0.182100269	-0.704592854
YJL164C_YKL062W	YJL164C	YKL062W	TPK1	MSN4	0.182100269	NA	NA
YJL164C_YKL079W	YJL164C	YKL079W	TPK1	SMY1	0.182100269	0.17977446	NA
YJL164C_YLR350W	YJL164C	YLR350W	TPK1	ORM2	0.182100269	1.158643491	NA
