YORF	NAME	GWEIGHT	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YDR085C		1	-0.43	-0.06	0.56	-0.06	0.16	1.32	1.32
YCR061W		1	-0.58	0.14	0.56	0.04	0.06	1.32	1.03
YOR037W		1	-0.43	0.08	0.43	-0.22	0.15	0.86	0.81
YOR019W		1	-0.34	0.11	0.71	-0.3	0.08	1.69	2.19
YGR196C		1	-0.04	0.15	0.36	-0.07	0.08	0.6	0.84
YMR115W		1	-0.25	-0.15	0.56	0.12	0.2	0.81	0.81
YBR037C		1	-0.06	-0.1	0.52	0.03	0.2	0.69	0.56
YDR079W		1	-0.09	-0.18	0.5	-0.03	0.2	0.84	0.6
YPL031C		1	-0.09	-0.2	0.56	-0.1	0.3	0.76	0.74
YHR140W		1	-0.49	-0.12	0.56	-0.04	0.14	0.58	0.62
YDR181C		1	-0.36	-0.1	0.43	-0.12	0.12	0.4	0.54
YNL196C		1	-0.4	-0.07	0.41	-0.42	0.11	0.56	0.89
YOR181W		1	-0.47	-0.23	0.56	-0.36	-0.12	0.76	0.94
YNL332W		1	-0.49	-0.22	0.58	-0.34	-0.14	0.67	0.92
YBR103W		1	-0.34	-0.14	0.45	-0.14	-0.06	0.38	0.74
YDR317W		1	-0.27	-0.01	0.32	-0.1	-0.06	0.32	0.74
YHL044W		1	-0.27	0.03	0.36	-0.06	-0.04	0.5	0.67
YOR003W		1	-0.06	-0.01	0.32	-0.3	-0.34	0.62	0.67
YLR055C		1	-0.15	-0.01	0.29	-0.15	-0.34	0.52	0.52
YPR093C		1	-0.12	-0.1	0.16	-0.18	-0.25	0.38	0.41
YJL072C		1	-0.18	-0.2	0.21	-0.27	-0.27	0.43	0.62
YDR131C		1	-0.38	-0.04	0.24	-0.38	-0.25	0.64	0.69
YIL006W		1	-0.36	-0.03	0.2	-0.47	-0.07	0.81	0.81
YDR473C		1	-0.23	-0.17	0.19	-0.47	-0.22	0.89	0.78
YBR083W		1	-0.18	-0.06	0.36	-0.38	-0.17	0.69	0.78
YLL056C		1	-0.17	-0.07	0.25	-0.1	-0.1	0.5	0.4
YOR193W		1	-0.17	-0.09	0.32	-0.23	-0.1	0.62	0.5
YNL270C		1	-0.29	-0.09	0.34	-0.27	-0.2	0.64	0.48
YDR521W		1	-0.07	-0.06	0.14	-0.1	-0.07	0.24	0.15
YOR111W		1	-0.23	-0.3	0.24	-0.3	0.04	0.69	0.58
YFL051C		1	-0.43	-0.43	0.29	-0.36	-0.14	0.78	0.81
YPL113C		1	-0.2	-0.01	0.5	-0.2	-0.23	0.69	0.6
YPR178W		1	-0.18	0.04	0.5	-0.18	-0.23	0.48	0.45
YHR034C		1	-0.14	-0.1	0.4	-0.22	-0.29	0.41	0.32
YBR293W		1	-0.17	-0.15	0.56	-0.07	-0.36	0.48	0.38
YPL065W		1	-0.15	-0.14	0.67	0.11	-0.2	0.76	0.38
YNL293W		1	-0.2	-0.12	0.5	-0.01	-0.2	0.67	0.41
YOR180C		1	-0.14	0.01	0.38	-0.01	-0.17	0.48	0.3
YBR077C		1	-0.01	-0.04	0.45	0.08	-0.4	0.76	0.6
YKL161C		1	-0.01	0.03	0.45	-0.04	-0.3	0.58	0.56
YLL060C		1	-0.14	0.11	0.36	0.04	-0.3	0.6	0.6
YBR129C		1	-0.12	0.01	0.56	0.15	-0.22	0.58	0.6
YGR016W		1	-0.09	-0.06	0.34	0.12	-0.18	0.3	0.29
YPL095C		1	-0.07	-0.09	0.54	0.04	-0.3	0.52	0.48
YBR119W		1	-0.04	-0.09	0.69	0.06	-0.38	0.6	0.67
YLR266C		1	0	0.07	0.4	0.19	-0.22	0.45	0.56
YDR456W		1	0.08	-0.03	0.6	-0.01	-0.17	0.54	0.56
YDR057W		1	0.03	-0.06	0.58	0.08	-0.12	0.78	0.6
YJL053W		1	0.01	0.03	0.58	0.07	-0.03	0.71	0.5
YDR319C		1	-0.1	-0.04	0.69	0.16	0.03	0.67	0.71
YOR387C		1	-0.09	0.01	0.15	0.06	-0.03	0.16	0.26
YMR262W		1	-0.25	-0.07	0.43	0.26	-0.2	0.6	0.74
YGL117W		1	-0.43	-0.22	0.67	0.21	-0.34	0.58	0.69
YDR221W		1	-0.34	-0.17	0.54	0.36	-0.43	0.48	0.58
YJR106W		1	-0.15	-0.18	0.34	0.16	-0.3	0.5	0.43
YMR155W		1	-0.3	-0.4	0.89	0.48	0.01	1.06	0.81
YBR287W		1	-0.54	-0.04	1.22	0.62	-0.04	1.74	1.06
YML034W		1	0.01	0.01	0.06	-0.1	0.11	0.36	0.16
YOR089C		1	0.06	0.07	0.06	-0.34	0.25	1.74	0.71
YOR259C		1	0.12	-0.06	0.11	-0.27	0.11	0.92	0.48
YLR350W		1	-0.14	-0.09	0.11	-0.29	0.06	1	0.43
YMR009W		1	-0.18	0	0.2	-0.3	0.08	1.32	0.81
YLR261C		1	-0.07	0.01	0.04	-0.12	-0.01	0.43	0.36
YMR180C		1	-0.14	-0.09	0.06	-0.3	-0.09	0.81	0.58
YOL157C		1	-0.01	0.01	0.12	-0.4	-0.01	1	0.69
YGR256W		1	0.21	0.16	0.36	-0.6	-0.07	1.74	1.43
YDR463W		1	0.06	-0.01	0.12	-0.17	-0.1	0.64	0.32
YGL109W		1	0.06	0.04	0.15	-0.12	-0.06	0.45	0.19
YPR172W		1	0.29	0.03	-0.07	-0.27	-0.2	1.43	0.92
YER103W		1	0.16	0.07	0.04	-0.17	0.04	0.97	0.54
YLL029W		1	0.06	0.08	-0.03	-0.1	0.04	0.67	0.38
YAL049C		1	0.11	0.14	-0.04	-0.17	0.12	1	0.71
YLR217W		1	0.21	0.14	-0.2	-0.09	0.03	2.12	1.56
YJL066C		1	0.08	0.07	-0.06	0.03	-0.1	0.76	0.62
YAL028W		1	0.19	0.2	-0.12	-0.1	-0.07	0.81	0.69
YOR041C		1	-0.06	-0.06	-0.29	-0.29	0.01	1.84	1
YKL189W		1	0.03	-0.14	-0.27	-0.42	-0.04	1.36	0.56
YJL221C		1	-0.18	-0.06	-0.32	-0.54	-0.1	1.18	0.71
YMR004W		1	0.03	-0.12	-0.1	-0.43	0.07	0.78	0.41
YNL106C		1	-0.01	-0.01	-0.06	0.03	-0.06	0.25	0.25
YER162C		1	-0.23	0.14	0.3	-0.03	-0.12	0.94	0.94
YKL093W		1	-0.18	0.3	0.29	-0.09	-0.32	1.89	1.84
YBL049W		1	-0.58	0.16	0.19	-0.15	-0.84	2.48	2.64
YBL043W		1	-0.51	0.07	0	-0.22	-0.54	1.94	2.32
YIL097W		1	-0.36	-0.01	-0.17	-0.25	-0.34	1.52	1.36
YBL048W		1	-0.25	0.11	-0.15	-0.23	-0.36	2.56	2.19
YGR236C		1	-0.12	-0.18	-0.3	-0.49	-0.64	3.47	2.84
YNL203C		1	-0.04	-0.1	-0.07	-0.14	-0.2	0.78	0.78
YDR216W		1	-0.06	0.01	-0.2	-0.12	-0.07	1.12	1.43
YPL135W		1	0.06	0.06	-0.04	-0.27	-0.2	1.48	1.79
YLR369W		1	-0.03	0	0.07	-0.18	-0.06	0.64	0.76
YGR238C		1	-0.12	-0.07	0.11	-0.14	-0.06	1.12	1.12
YKL217W		1	-0.49	-0.07	0.04	-0.34	0.12	3.47	3.84
YMR107W		1	-0.42	-0.27	-0.2	-0.3	-0.1	2.32	2.32
YJL067W		1	-0.36	-0.1	-0.18	-0.1	0.12	1.89	1.74
YGL045W		1	-0.29	-0.22	0.04	-0.23	0.11	1.4	1.32
YNL202W		1	-0.2	-0.18	-0.03	-0.27	0.03	1.03	1.06
YHR057C		1	0	-0.17	0.07	0.01	0.06	1.29	0.76
YMR311C		1	-0.03	-0.23	0.04	0.03	-0.01	2.19	1.36
YOR031W		1	0.03	-0.17	-0.17	-0.18	-0.01	2.06	1.36
YBL033C		1	0.01	-0.12	0.01	-0.1	0.07	1.06	0.84
YGR243W		1	-0.34	-0.27	-0.38	-0.2	-0.42	3.18	2.48
YLR164W		1	-0.3		-0.27	0.06	-0.18	2.19	1.69
YNR007C		1	-0.2	-0.23	-0.1	0.07	-0.1	2.19	1.65
YGR043C		1	-0.43	-0.74	-0.06	-0.1	-0.17	3.47	2.64
YLR080W		1	-0.42	-0.56	-0.2	0.21		2.25	1.43
YEL039C		1	-0.25	-0.43	-0.17	0.04	0.01	1.89	1.29
YIL113W		1	-0.34	-0.36	-0.3	0.04	-0.09	2.4	1.29
YPL018W		1	-0.1	-0.09	0.01	-0.06	-0.09	1.03	0.58
YBR280C		1	-0.3	-0.27	0.04	-0.04	-0.4	2	1.15
YJR119C		1	-0.1	-0.01	-0.01	0.03	-0.14	0.6	0.34
YCR082W		1	0	-0.1	-0.06	0.14	-0.12	0.84	0.54
YLR295C		1	-0.01	-0.18	-0.3	0.08	0.07	1.52	1.36
YLR211C		1	-0.06	-0.14	-0.2	-0.12	0.12	0.78	0.67
YKL016C		1	-0.23	-0.34	-0.25	-0.2	0.07	1.43	1.22
YJR020W		1	-0.27	-0.06	-0.09	-0.18	0.26	1.22	0.89
YER182W		1	-0.32	-0.34	-0.15	-0.25	0.29	1.94	1.12
YGR102C		1	-0.23	-0.23	-0.07	-0.32	0.03	1.43	0.84
YBL086C		1	-0.36	-0.3	0.06	-0.14	0.03	1.6	0.94
YJR050W		1	-0.34	-0.12	0.06	-0.18	0.08	1.32	0.74
YNL146W		1	-0.36	-0.34	-0.23	-0.04	0.06	0.94	0.97
YMR160W		1	-0.3	-0.18	-0.12	-0.1	0.06	0.84	0.6
YPR151C		1	-0.27	-0.23	-0.01	-0.07	0.08	0.92	0.71
YJR100C		1	-0.32	-0.34	-0.03	-0.12	0.08	0.78	0.62
YDL169C		1	-0.6	-0.79	-0.25	-0.43	-0.23	1.65	1.56
YPR150W		1	-0.38	-0.56	-0.27	-0.2	-0.15	1.48	1.22
YMR030W		1	-0.54	-0.54	-0.14	-0.18	-0.18	1.65	1.03
YJR036C		1	-0.47	-0.36	-0.15	-0.12	-0.15	0.92	0.74
YGL096W		1	-0.62	-0.23	-0.18	0	-0.22	1.22	0.81
YPL185W		1	-0.51	-0.47	-0.23	0.06	-0.42	1.6	1.36
YJL100W		1	-0.3	-0.17	-0.18	0.14	-0.36	0.97	0.81
YCR091W		1	-0.42	0.04	-0.18	0.03	-0.25	1.48	1.03
YML041C		1	-0.06	0	-0.07	-0.07	-0.2	0.56	0.36
YDR330W		1	-0.23	-0.07	-0.23	-0.1	-0.34	1.25	0.84
YJR039W		1	-0.18	-0.18	-0.27	-0.2	-0.4	1.06	0.78
YNL012W		1	-0.12	-0.25	-0.1	-0.2	-0.42	1.06	0.81
YPL276W		1	-0.17	-0.18	-0.01	-0.1	-0.25	0.84	0.56
YBR203W		1	-0.42	-0.43	-0.27	-0.22	-0.47	1.79	1.32
YNL077W		1	-0.27	-0.43	-0.34	-0.32	-0.36	1.12	0.86
YIL042C		1	-0.27	-0.22	-0.15	-0.17	-0.34	0.69	0.5
YGR289C		1	-0.51	-0.36	-0.03	-0.51	-0.42	1.52	1
YDL115C		1	-0.22	-0.3	-0.06	-0.34	-0.15	0.97	0.62
YMR271C		1	-0.32	-0.36	0.2	-0.27	0.03	1.56	1.29
YOR186W		1	-0.25	-0.34	0.21	-0.18	-0.1	1.25	0.92
YDR306C		1	-0.1	-0.17	0.15	-0.1	-0.17	1.12	0.94
YER175C		1	-0.34	-0.29	0.11	-0.1	-0.22	1.09	1.06
YGR066C		1	-0.32	-0.43	0.24	-0.3	-0.47	1.56	1.25
YHL010C		1	-0.29	-0.3	0.11	-0.14	-0.34	0.92	0.76
YLL055W		1	-0.36	-0.29	0.21	-0.17	-0.34	0.86	0.89
YAL055W		1	-0.56	0	-0.12	-0.06	-0.3	0.36	0.89
YDR009W		1	-0.49	-0.22	-0.14	-0.27	-0.23	0.5	1.18
YCR026C		1	-0.14	-0.06	-0.05	0.04	-0.15	0.22	0.49
YPR006C		1	-0.34	-0.43	-0.27	-0.4	-0.27	0.86	1.09
YKL147C		1	-0.18	-0.15	-0.17	-0.38	-0.17	0.62	0.84
YMR140W		1	-0.09	-0.17	-0.3	-0.42	-0.3	0.58	1
YDL027C		1	-0.01	-0.2	-0.15	-0.06	-0.4	0.6	0.97
YLL019C		1	-0.01	-0.12	-0.1	-0.15	-0.42	0.76	1.12
YDR043C		1	-0.14	-0.09	-0.01	-0.01	-0.56	1.06	1.43
YPL201C		1	-0.36	-0.3		-0.23	-0.15	1.09	1.43
YFR040W		1	-0.1	-0.1	0.03	-0.15	-0.1	0.34	0.54
YER015W		1	-0.38	-0.2	0.26	-0.34	-0.34	0.89	1.32
YML042W		1	-0.54	-0.3	0.3	-0.34	-0.64	1.6	2.12
YOR391C		1	-0.38	-0.43	0.11	-0.25	-0.56	1.18	1.69
YMR206W		1	-0.49	-0.43	-0.18	-0.18	-0.49	1.22	1.84
YPL119C		1	-0.4	-0.3	0.11	-0.36	-0.54	0.86	1.69
YCR005C		1	-0.49	-0.12	0.11	-0.38	-0.84	1.06	2.25
YLR279W		1	-0.2	-0.04	-0.14	-0.2	-0.34	0.67	0.92
YPR030W		1	-0.42	-0.18	-0.18	-0.51	-0.34	1.15	1.94
YMR118C		1	-0.14	-0.06	-0.15	-0.38	-0.34	0.94	1.56
YKL171W		1	-0.14	0.11	-0.06	-0.34	-0.18	0.86	1.32
YHL023C		1	-0.27	0.11	-0.1	-0.25	-0.22	0.41	0.86
YLR273C		1	-0.17	-0.04	-0.01	-0.34	-0.18	0.45	0.54
YDR515W		1	-0.25	-0.03	-0.04	-0.29	-0.17	0.5	0.56
YDL218W		1	-0.34	0.36	-0.1	-0.4	-0.34	1.25	1.52
YAL034C		1	-0.92	0.26	-0.1	-0.71	-0.56	1.84	2.19
YDR022C		1	-0.4	0.24	-0.07	-0.25	-0.36	0.81	0.69
YPR193C		1	0	-0.3	-0.36	-0.17	-0.27	0.78	0.6
YDL020C		1	-0.09	-0.47	-0.42	-0.51	-0.62	1.18	1
YOR383C		1	0.15	-0.3	-0.27	-0.4	-0.54	0.86	1.03
YKL188C		1	0.04	-0.34	-0.27	-0.22	-0.25	0.86	1
YDL066W		1	0.01	-0.1	-0.3	-0.18	-0.04	0.54	0.6
YDR313C		1	-0.07	0.26	0	-0.34	-0.49	1.65	1.22
YDR262W		1	-0.08	0.06	0	-0.36	-0.29	1.03	0.91
YOL119C		1	0.07	0.08	0.06	-0.3	-0.42	0.81	0.89
YJR155W		1	0.2	-0.01	-0.2	-0.36	-0.4	1.52	1.43
YGR146C		1	-0.01	0.12	-0.15	-0.84	-0.56	1.48	1.79
YGR046W		1	-0.01	-0.03	-0.23	-0.36	-0.25	0.89	1
YOR027W		1	0.2	0.07	-0.3	-0.47	-0.17	1.22	1.52
YHR199C		1	0.12	0.19	-0.29	-0.34	-0.3	0.78	1.06
YOL165C		1	0.07	0	-0.12	-0.4	-0.54	0.81	0.76
YIL050W		1	0	-0.01	-0.03	-0.18	-0.29	0.52	0.38
YNL180C		1	0.25	-0.04	0	-0.38	-0.32	0.74	0.69
YNL074C		1	0.08	-0.1	0.07	-0.23	-0.18	0.36	0.29
YHR180W		1	0.04	-0.17	0.12	-0.1	-0.22	0.56	
YHR017W		1	-0.03	-0.18	0.16	-0.18	-0.45	0.81	
YPL156C		1	-0.03	-0.09	0.21	-0.17	-0.3	0.6	0.78
YDL245C		1	-0.06	-0.2	0.3	0.01	-0.47	1.03	1.09
YBR059C		1	-0.03	-0.1	0.11	0.03	-0.18	0.41	0.4
YOL126C		1	0	-0.1	-0.04	-0.43	0.14	1.09	1.4
YLL027W		1	-0.04	0.01	-0.17	-0.22	0.01	0.52	0.64
YLR165C		1	0.06	-0.04	-0.14	-0.06	0.14	0.56	0.52
YPL203W		1	0.11	-0.01		-0.1	0.24	0.92	0.69
YPL240C		1	0.04	-0.06	-0.42	-0.09	0.3	1.06	0.76
YPL077C		1	-0.06	0.11		0.03	0.15	0.52	0.41
YMR302C		1	-0.23	0.16	-0.25	0.08	0.41	1.22	0.81
YDR003W		1	-0.18	0.84	-0.12	0.21	0.16	1.4	1.03
YNL093W		1	-0.51	0.69	0.07	0.08	-0.23	1.65	1.29
YOR256C		1	-0.07	0.21	0.01	-0.04	0.03	0.54	0.36
YDL204W		1	-0.36	0.92	-0.51	0.26	0.08	4.06	3.06
YBR046C		1	-0.2	0.67	-0.43	-0.06	-0.18	1.6	1.32
YDR435C		1	0.08	0.03	-0.01	0.04	-0.4	0.92	0.48
YBL096C		1	-0.03	-0.07	0.04	-0.12	-0.34	1.03	0.48
YJR056C		1	-0.07	-0.1	0.07	-0.18	-0.54	0.76	0.41
YPL182C		1	-0.04	-0.03	-0.03	-0.06	-0.32	0.4	0.19
YBL094C		1	-0.12	0.04	-0.23	-0.17	-0.49	0.92	0.41
YDR214W		1	-0.1	0.04	0	0.19	-0.1	0.2	0.38
YBR001C		1	0.06	-0.06	0.52	0.62	-0.18	1.06	1.6
YEL073C		1	-0.04	0.06	0.11	0.19	-0.4	0.64	0.78
YJL094C		1	0	-0.1	0.14	0.2	-0.25	0.43	0.48
YDR027C		1	-0.07	-0.1	0.03	0.19	-0.23	0.36	0.36
YLR001C		1	0.3	0.21	0.14	0.29	-0.23	0.84	0.81
YKL027W		1	-0.07	0.19	0.2	0.81	-0.18	1.15	0.74
YNL294C		1	0.11	0.07	0.25	0.26	-0.27	0.32	0.34
YJR115W		1	0.12	0.07	0.2	0.16	0.01	0.32	0.48
YOL109W		1	0.5	0.44	0.74	0.38	0.29	1.02	1.24
YLR023C		1	0.19	0.54	0.52	0.14	0.26	0.41	0.84
YKR018C		1	0.24	0.36	0.25	0.08	0.11	0.38	0.48
YLR203C		1	0.2	0.5	0.5	0.11	0.29	0.71	0.56
YKL157W		1	0.24	0.58	0.24	0.06	0.24	0.89	0.97
YML117W		1	0.06	0.29	0.29	0.01	0.41	0.71	0.48
YOL082W		1	-0.01	0.58		0.21	0.41	1.65	0.81
YML004C		1	0.14	0.54	0.29	0.2	0.41	1.79	1.09
YPL004C		1	0.21	0.48	0.24	0.52	0.81	1.84	1.29
YCR004C		1	0.25	0.32	0.56	0.3	0.6	1.29	0.78
YNL045W		1	0.11	0.29	0.58	0.36	0.58	1.52	1.12
YBL102W		1	0.15	0.36	0.32	0.07	0.32	1.09	0.78
YCR069W		1	0.16	0.16	0.19	0.07	0.19	0.54	0.48
YPR140W		1	0.15	0	0.3	0.03	-0.17	0.76	0.67
YMR255W		1	0.15	0.08	0.38	-0.03	-0.1	0.89	0.76
YER004W		1	0.2	0.14	0.41	-0.07	-0.04	1.09	0.97
YOR007C		1	0.25	0.25	0.43	-0.07	0.08	1.12	0.94
YKL163W		1	0.4	0.48	0.62	-0.03	0.12	1.32	1.25
YJL159W		1	0.15	0.19	0.24	0	0.01	0.54	0.64
YHR161C		1	0.03	0.24	0.36	0.16	0.11	0.81	0.76
YOL053W		1	-0.1	0.25	0.74	0.24	0.03	1.29	1.22
YKL005C		1	0	0.25	0.34	0.03	-0.09	0.54	0.58
YOR219C		1	0.26	0.25	0.38	0.15	-0.09	0.71	0.58
YOR171C		1	0.14	0.21	0.38	-0.12	0.03	0.69	0.45
YDR129C		1	0.24	0.52	0.43	-0.01	0.14	1.09	0.67
YLL006W		1	0.16	0.4	0.21	-0.1	0.15	1.03	0.74
YCR039C		1	0.15	0.67	0.38	0.25	0.15	1.48	1.22
YCL033C		1	-0.06	0.56	0.24	0.24	-0.06	1.12	0.76
YJL020C		1	0.16	0.14	0.21	0.19	0.07	0.5	0.41
YBR053C		1	0.19	0.2	0.6	0.45	-0.04	1.32	1.09
YKL064W		1	0.19	0.16	0.41	0.3	-0.01	1.15	0.76
YGR132C		1	0.3	0.16	0.52	0.36	0	1.32	0.64
YBR256C		1	0.29	0.24	0.71	0.54	0.12	1.48	0.69
YAR028W		1	0.3	0.36	0.74	0.41	0.21	1.52	0.58
YPR148C		1	0.19	0.24	0.69	0.34	0.24	1.09	0.69
YGL131C		1	0.14	0.24	0.52	0.25	0.04	0.76	0.54
YGL095C		1	0.03	0.16	0.36	0.08	0.07	0.52	0.38
YLR201C		1	0.07	0.24	0.41	0.06	0.08	0.84	0.52
YKL012W		1	0.14	0.12	0.26	0.03	0	0.62	0.3
YGR232W		1	0.21	0.01	0.52	0.16	0.16	0.86	0.54
YDR461W		1	0.11	0.03	0.6	0.11	0.19	0.94	0.36
YGR215W		1	-0.15	-0.04	0.12	0.15	0.26	0.71	-0.09
YNL315C		1	-0.18	-0.03	0.24	0.29	0.48	1.09	0.04
YKL170W		1	-0.23	-0.06	0.26	0.21	0.36	0.81	0.04
YML030W		1	-0.17	0.01	0.16	0.04	0.29	0.58	
YDR028C		1	-0.14	0.03	0.16	0.03	0.26	0.52	0.01
YKR020W		1	-0.14	-0.03	0.3	0.12	0.24	0.94	0.15
YMR278W		1	-0.25	0.24	0.36	0.25	0.45	1.74	0.25
YOL065C		1	-0.23	0.11	0.26	-0.04	0.21	1.06	0.07
YMR158W		1	-0.23	-0.14	0.15	0	0.11	1.06	0.06
YKL003C		1	-0.04	-0.27	0	0.07	0.16	1.09	0.2
YBR177C		1	-0.1	-0.27	0.14	0.06	0.34	1.29	0.29
YPL020C		1	0.06	-0.14	0.24	0.08	0.26	0.94	0.14
YPL120W		1	-0.07	-0.09	0.25	0.11	0.04	0.69	0.15
YGL196W		1	-0.06	-0.09	0.16	0.11	0.08	0.69	0.16
YPR115W		1	0	-0.04	0.04	0.06	-0.01	0.24	0.03
YOR036W		1	-0.25	0.03	0.25	0.15	0.14	1.22	0.64
YOR125C		1	-0.27	-0.09	0.4	0.43	0.08	1.18	0.6
YBR052C		1	-0.47	0	0.71	1.12	0.56	2.25	1.29
YBR183W		1	-0.36	-0.4	0.4	1.06	0.86	2.56	1.43
YOR161C		1	-0.04	0.19	0.45	0.86	0.67	2.19	1.29
YDR516C		1	-0.14	0.26	0.41	0.78	0.71	2.32	1.03
YAR027W		1	-0.04	0.36	0.41	0.62	0.48	1.79	0.67
YDR041W		1	-0.04	0.2	0.32	0.48	0.48	1.25	0.52
YNR037C		1	-0.03	0.21	0.36	0.4	0.41	1.25	0.41
YDL072C		1	0	0.14	0.36	0.48	0.5	1.43	0.43
YJR104C		1	0.14	0.01	0.4	0.52	0.26	1.6	0.6
YDR358W		1	-0.1	-0.15	0.5	0.62	0.38	1.79	0.64
YDL046W		1	-0.1	-0.14	0.29	0.26	0.4	1.36	0.48
YJR099W		1	0	0.01	0.36	0.2	0.26	0.89	0.32
YDR337W		1	-0.09	0.06	0.52	0.2	0.38	1.32	0.64
YJR051W		1	-0.14	-0.14	0.54	0.26	0.5	1.22	0.67
YOR131C		1	-0.06	0.03	0.32	0	0.32	0.76	0.45
YMR197C		1	-0.09	-0.03	0.5	0.03	0.67	1.48	0.86
YBR157C		1	-0.2	-0.1	0.38	0.07	0.45	1.25	0.64
YMR090W		1	-0.18	0.08	0.58	0.32	0.97	2.32	1.03
YNL305C		1	-0.12	0.11	0.5	0.14	0.89	2.4	1.12
YEL066W		1	-0.06	0.04	0.15	0.01	0.24	0.62	0.26
YMR188C		1	-0.14	0.04	0.5	0.04	0.89	1.89	0.78
YCR075C		1	-0.09	-0.14	0.21	0.01	0.32	0.56	0.29
YIL157C		1	-0.23	-0.23	0.3	0.07	0.32	0.92	0.36
YDR276C		1	-0.23	-0.1	0.07	0.3	0.36	1.06	0.41
YLR252W		1	-0.12	-0.12	0	0.74	0.71	1.94	0.64
YDL124W		1	-0.06	-0.12	-0.06	0.52	0.58	1.89	0.67
YKL065C		1	-0.04	-0.22	0	0.36	0.76	1.89	0.54
YLR290C		1	-0.06	-0.23	0.01	0.3	0.5	1.52	0.38
YOR020C		1	0.11	0.03	0.06	0.34	0.62	1.32	0.38
YBR126C		1	0.24	0.07	-0.04	0.56	0.67	1.79	0.6
YGR167W		1	0.12	0.07	0.06	0.24	0.34	0.89	0.43
YMR195W		1	-0.17	0.19	0.21	0.25	0.84	1.79	1
YHR016C		1	-0.06	0.15	0.15	0.19	0.78	1.65	0.81
YKL142W		1	-0.07	0.21	0.24	0.5	1.03	2.48	1.15
YJR034W		1	-0.06	0.07	0.25	0.25	0.52	1.79	0.84
YJR096W		1	-0.42	0.21	0.2	0.34	0.94	2.84	1.43
YLR251W		1	-0.23	-0.03	0	0.32	0.74	2.12	1
YER035W		1	-0.1	-0.14	-0.1	-0.1	0.64	2.19	1.22
YKL193C		1	-0.06	-0.12	-0.27	0.19	0.52	2.48	1.43
YKR014C		1	-0.03	-0.27	-0.01	0.14	0.34	1.32	0.58
YKL067W		1	-0.06	-0.2	-0.1	0.38	0.58	2.12	0.94
YGL047W		1	-0.15	-0.15	-0.01	0.14	0.43	1.89	0.71
YHR087W		1	-0.42	-0.42	-0.1	0.11	0.89	2.94	0.97
YLL009C		1	-0.18	-0.1	0.14	0.12		1.03	0.4
YPL196W		1	-0.1	-0.14	0.26	0.2	0.24	1.69	0.74
YDR031W		1	-0.29	-0.09	0.19	0.14	0.54	2.32	1.25
YLR283W		1	-0.15	-0.22	0.2	0.01	0.5	1.36	0.71
YOL143C		1	-0.01	-0.09	0.14	0.08	0.62	1.4	0.48
YBR151W		1	0.04	0.12	-0.04	-0.04	0.36	1.22	0.48
YEL021W		1	0.01	0.11	0.45	0.07	0.64	1.03	0.36
YER133W		1	0.16	0.14	0.3	0.16	0.67	0.94	0.3
YLR250W		1	0.07	0.15	0.32	0.45	0.69	1.32	0.38
YIL111W		1	-0.09	0.14	0.67	1.09	1.48	2.94	1.09
YLR248W		1	0.03	0.11	0.29	0.21	0.74	1.18	0.56
YLR257W		1	0.04	0.07	0.19	0.32	0.92	1.6	0.62
YBR111C		1	0.08	0.11	0.2	0.45	0.84	1.4	0.64
YNL266W		1	-0.07	-0.03	0.12	0.25	0.6	0.89	0.48
YNL306W		1	-0.01	-0.06	0.15	0.21	0.76	0.86	0.36
YFR053C		1	0.19	0.32	0.4	1	1.48	2.56	0.38
YJL055W		1	0.06	0.15	0.54	0.29	0.45	1.25	0.34
YKR062W		1	0.12	0.19	0.32	0.21	0.34	1	0.38
YKL137W		1	0.15	0.19	0.26	0.11	0.3	0.97	0.29
YER044C		1	0.24	0.29	0.36	0.2	0.6	1.6	0.45
YDR115W		1	0.07	0.19	0.24	0.11	0.19	0.89	0.19
YMR178W		1	0	0.16	0.4	0.06	0.29	1.15	0.25
YOL159C		1	-0.06	-0.1	0.12	-0.18	0.24	0.56	0.43
YJL206C		1	-0.14	0.06	0.19	-0.12	0.16	0.48	0.34
YNL115C		1	-0.38	0.06	0.29	-0.18	0.52	1.65	1.22
YMR027W		1	0.01	0.11	-0.01	-0.22	0.43	1.29	0.81
YKL036C		1	-0.1	0.15	0.19	-0.1	0.4	1.69	0.89
YGL051W		1	-0.01	0.25	0.32	0.01	0.4	1.29	0.67
YGR076C		1	-0.1	-0.18	0.06	-0.27	0.4	1.32	0.62
YPL013C		1	-0.27	-0.22	0.16	-0.06	0.24	1.12	0.34
YDR493W		1	-0.29	-0.12	0.11	-0.2	0.25	0.89	0.36
YIL136W		1	-0.97	-0.27	0.21	-0.25	1.32	3.47	1.79
YLR128W		1	-0.23	-0.18	-0.01	-0.03	0.29	0.76	0.52
YOR261C		1	0.26	0.01	0.4	-0.15	0.15	1.4	0.86
YEL060C		1	0.21	-0.3	0.29	-0.01	-0.04	1.69	0.97
YLR025W		1	0.25	-0.06	0.11	-0.1	-0.12	1.4	0.67
YLR239C		1	0.08	-0.04	0.12	-0.1	-0.04	1.43	0.41
YOR244W		1	0.07	-0.15	0.15	0.06	0.04	1.15	0.43
YBL090W		1	0.04	0.01	0.03	0.11	0.14	1.25	0.41
YMR173W		1	0.21	0.03	0.07	0.24	0.11	1.6	0.58
